active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible
Yes,114,Womens College Hospital,Womens College Hospital,Womens College Hospital,Womens College Hospital,Toronto,76 Grenville Street,76 rue Grenville,M5S 1B2,ON,43.661634,-79.387628,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,,https://www.womenscollegehospital.ca/patients-and-caregivers/coronavirus-(covid-19)-information-for-patients-and-visitors/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,,No,
Yes,115,Twin Bridges Nurse Practitioner Clinic,Twin Bridges Nurse Practitioner Clinic,Bluewater Health Sarnia,Bluewater Health Sarnia,Sarnia,153 Christina Street South,153 rue Christina,N7T 2M0,ON,42.968947,-82.408908,West,Ouest,23,Lambton Health Unit,Bureau de santé de Lambton,226-776-9030,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,9:00-14:00,,,,,,
Yes,116,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brantford,200 Terrace Hill Street,200 rue Terrace Hill,N3R 1G9,ON,43.152517,-80.27636,West,Ouest,24,Brant County Health Unit,Bureau de santé du comtè de Brant,519-751-5818,,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,,,,,
Yes,117,Cambridge Assessment Centre,Centre d'èvaluation de Cambridge,Cambridge Memorial Hospital,Hôpital Memorial de Cambridge,Cambridge,700 Coronation Boulevard,700 boul. Coronation,N1R 3G2,ON,43.377891,-80.327434,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-621-2333 ext 2689,,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,,Yes,No,,,
Yes,118,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santé,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santé,Chatham,47 Emma Street,47 rue Emma,N7L 1A6,ON,42.406531,-82.191812,West,Ouest,26,Chatham-Kent Health Unit,Bureau de santé de Chatham-Kent,519-352-6400 ext. 6548,,9:00-16:20,9:00-16:20,9:00-16:20,9:00-16:20,9:00-16:20,Yes,,,,,
Yes,119,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Leamington,194 Talbot Street West,194 rue Talbot Ouest,N8H 1N9,ON,42.048807,-82.614178,West,Ouest,27,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-326-2373 ext 4263,,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,,,,,
Yes,120,Goderich Columbus Banquet Hall,Goderich Columbus Banquet Hall,Goderich Assessment Centre,Goderich Assessment Centre,Goderich,390 Parsons Court,390 Parsons Court,N7A 4K3,ON,43.730283,-81.695605,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,1-888-221-2133 ext. 3267,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,Yes,,,
,121,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital,Hôpital Grand River,Kitchener,835 King Street West,835 rue King Ouest,N2G 1G3,ON,43.456239,-80.511992,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-749-4300 ext 6824,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,,,,,,
Yes,122,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Kitchener,131 Glasgow Street,131 rue Glasgow,N2G 2G9,ON,43.451987,-80.513943,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,,,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,,No,Yes,Yes,,Yes
Yes,123,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Owen Sound,1800 8th Street East,1800 8e rue Est,N4K 6M0,ON,44.567422,-80.912233,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,519-378-1466,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,,,,,,
Yes,124,Guelph General Hospital / Victoria Road Recreation Centre,Guelph General Hospital / Victoria Road Recreation Centre,Guelph General Hospital,Hôpital général de Guelph,Guelph,151 Victoria Road North,151 chemin Victoria Nord,N1E 5H5,ON,43.563486,-80.239575,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santé de Wellington-Dufferin-Guelph,,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,,,,
Yes,125,Dave Andreychuk Mountain Arena Assessment Centre,Dave Andreychuk Mountain Arena Assessment Centre,Hamilton Family Health Team,Hamilton Family Health Team,Hamilton,25 Hester Street,26 rue Hester,L9A 2N3,ON,43.22559,-79.880934,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,Yes,Yes,No,Yes
Yes,126,Hamilton Health Sciences,Hamilton Health Sciences,Hamilton Health Sciences,Hamilton Health Sciences,Hamilton,690 Main Street West,690 rue Main Ouest,L8S 1A4,ON,43.26044,-79.897864,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,,Yes,,,,
Yes,127,Hanover and District Hospital,Hôpital de Hanover et du district,Hanover and District Hospital,Hôpital de Hanover et du district,Hanover,90 7th Avenue,90 7e avenue,N4N 2G9,ON,44.141506,-81.029323,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:30-16:30,12:30-16:30,12:30-16:30,12:30-16:30,12:30-16:30,,,,Yes,,Yes
Yes,128,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Burlington,1245 Lakeshore Blvd,1245 boulevard Lakeshore,L7S 0A2,ON,43.317101,-79.802344,West,Ouest,3,Halton Region Health Department,Service de santé de la région d'Halton,"905-632-3737, ext. 6550",https://www.halton.ca/For-Residents/New-Coronavirus#03,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,,Yes,,,,
Yes,129,Listowel Wingham Hospitals Alliance,Listowel Wingham Hospitals Alliance,Listowel Wingham Hospitals Alliance,Listowel Wingham Hospitals Alliance,Listowel,285 Sarah Avenue North,285 avenue Sarah Nord,N4W 2P5,ON,43.732433,-80.94992,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-291-4200,https://lwha.ca/covid-19-up-to-date-information-you-need-to-know/,,10:00-14:00,10:00-14:00,10:00-14:00,,,Yes,,,,
Yes,130,Oakridge Arena,Oakridge Arena,London Health Sciences / St. Joseph's Healthcare London / Middlesex PHU,London Health Sciences / St. Joseph's Healthcare London / Middlesex PHU,London,825 Valetta Street,825 rue Valetta,N6H 2Z2,ON,42.975279,-81.305895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santé de Middlesex-London,,https://www.healthunit.com/covid-19-concerns,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,,,
Yes,131,Rural Wellington Assessment Centre / Mount Forest & District Sports Complex,Rural Wellington Assessment Centre / Mount Forest & District Sports Complex,Mount Forest Family Health Team,Mount Forest Family Health Team,Mount Forest,850 Princess Street,850 rue Princess,N0G 2L3,ON,43.973529,-80.745876,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santé de Wellington-Dufferin-Guelph,519-323-0255 ext. 5082,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,10:00-18:00,,10:00-18:00,,10:00-18:00,,Yes,Yes,,,
Yes,132,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Falls,5673 North Street,5673 rue North,L2G 1J4,ON,43.094159,-79.088878,West,Ouest,32,Niagara Region Public Health Department,Service de santé publique régionale de Niagara,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/03/24/niagara-healths-covid-19-assessment-centres,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,,,,
Yes,133,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,St. Catharines,1200 Fourth Avenue,1200 4e avenue,L2S 0A9,ON,43.153843,-79.278522,West,Ouest,32,Niagara Region Public Health Department,Service de santé publique régionale de Niagar,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/03/24/niagara-healths-covid-19-assessment-centres,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,,,,
Yes,134,Rural Lambton Assessment Center,Rural Lambton Assessment Center,Bluewater Health,Bluewater Health,Petrolia,"4130 Glenview Road, Unit 3",4130 hemin Glenview,N0N 1R0,ON,42.877325,-82.148468,West,Ouest,23,Lambton Health Unit,Bureau de santé de Lambton,519-882-2500,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,,Yes,,,,
Yes,135,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Restricted to Six Nations members and providers only,Accès réservé uniquement aux membres et aux fournisseurs des Six Nations,Ohsweken,1738 Fourth Line Road,1738 chemin Fourth Line,N0A 1M0,ON,43.069122,-80.122986,West,Ouest,35,,,,,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,,,,
Yes,136,South Bruce Grey Health Centre - Kincardine Campus,South Bruce Grey Health Centre - Kincardine Campus,South Bruce Grey Health Centre,South Bruce Grey Health Centre,Kincardine,1199 Queen Street,1199 rue Queen,N2Z 1J4,ON,44.189085,-81.625465,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,519-370-2400 ext 4313,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,,,,,,
Yes,137,South Huron and Grand Bend Assessment Centre,South Huron and Grand Bend Assessment Centre,South Huron Hospital Association – Grand Bend and Area CHC,South Huron Hospital Association ‚ Grand Bend and Area CHC,Grand Bend,69 Main Street East,69 rue Main Est,N0M 1T0,ON,43.343664,-81.480958,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-238-2362,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,,Yes,,Yes,,Yes
Yes,138,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,Hamilton,2757 King Street East,2757 rue King Est,L8G 5E4,ON,43.2218,-79.774373,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,,,,,,
Yes,139,Carling Heights Optimist Community Centre,Carling Heights Optimist Community Centre,St. Joseph's Healthcare London and London Health Sciences Centre,St. Joseph's Healthcare London and London Health Sciences Centre,London,656 Elizabeth Street,656 rue Elizabeth,N5Y 6L3,ON,42.998736,-81.228895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santé de Middlesex-London,,https://www.healthunit.com/covid-19-concerns,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,,,,,,
Yes,140,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) Community Assessment Centre - Westmount Plaza,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) Community Assessment Centre - Westmount Plaza,St. Mary's General Hospital and Westmount Place Walk-In Clinic,Hôpital général St. Mary et Westmount Place Walk-In Clinic,Waterloo,50 Westmount Road North,50 chemin Westmount Nord,N2L 6J7,ON,43.46128,-80.537704,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-954-0111,https://www.smgh.ca/care-services-support/covid-19-updates/,9:00-16:00,9:00-20:00,9:00-20:00,9:00-20:00,9:00-20:00,,Yes,Yes,,,
Yes,141,St. Mary's General Hospital - Bathurst Site,Hôpital général St. Mary - Site Bathurst,St. Mary's General Hospital Cardiac Rehabilitation Centre,Hôpital général St. Mary - Centre de réadaptation cardiaque,Waterloo,"50 Bathurst Drive, Unit 1","50 allée Bathurst, 1",N2V 2C5,ON,43.507454,-80.538638,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-885-9517,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,Yes,,,
Yes,142,St. Thomas Elgin General Hospital,Hôpital général de St. Thomas-Elgin,St. Thomas Elgin General Hospital,Hôpital général de St. Thomas-Elgin,St. Thomas,189 Elm Street,189 rue Elm,N5R 5C4,ON,42.763425,-81.180145,West,Ouest,33,Southwestern Public Health,Bureau de santé publique du Sud-Ouest,519-631-2030 ext. 6210,https://www.stegh.on.ca/node/626,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,Yes,No,No,Yes,
Yes,143,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg,17 Bear Street,17 rue Bear,N4G 1V4,ON,42.863656,-80.733757,West,Ouest,33,Southwestern Public Health,Bureau de santé publique du Sud-Ouest,,,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,Yes,No,,,No
Yes,144,West Haldimand General Hospital,Hôpital général de Haldimand-Ouest,West Haldimand General Hospital,Hôpital général de Haldimand-Ouest,Hagersville,75 Parkview Road,75 chemin Parkview,N0A 1H0,ON,42.959342,-80.041081,West,Ouest,34,Haldimand-Norfolk Health Unit,Bureau de santé de Haldimand-Norfolk,905-768-3311 Ext. 1113,https://www.whgh.ca/,9:00-15:00,9:00-15:00,9:00-15:00,9:00-15:00,9:00-15:00,,Yes,,,,
Yes,145,Windsor Regional Hospital - Ouellette Campus,Hôpital régional de Windsor - Campus Ouellette,Windsor Regional Hospital - Ouellette Campus,Hôpital régional de Windsor - Campus Ouellette,Windsor,1030 Ouellette Avenue,1030 avenue Ouellette,N9A 1E1,ON,42.309167,-83.031869,West,Ouest,27,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-254-5577,https://www.wrh.on.ca/coronavirus,9:00-18:00,9:00-18:00,9:00-18:00,9:00-18:00,9:00-18:00,,,,,,
Yes,146,Woodstock General Hospital,Hôpital général de Woodstock,Woodstock General Hospital,Hôpital général de Woodstock,Woodstock,310 Juliana Drive,310 chemin Juliana,N4V 0A4,ON,43.106722,-80.753799,West,Ouest,33,Southwestern Public Health,Southwestern Public Health,1-855-905-6148,https://www.wgh.on.ca/,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,Yes,No,No,Yes,Yes
Yes,147,Stratford General Hospital,Stratford General Hospital,Stratford General Hospital,Stratford General Hospital,Stratford,46 General Hospital Drive,46 allée General Hospital,N5A 2Y6,ON,43.368184,-80.995492,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-272-8210 ext 2747,,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,,Yes,,,,
Yes,148,Niagara Health - Welland Hospital Site (WHS),Santé de Niagara - Hôpital de Welland,Niagara Health,Santé de Niagara,Welland,65 Third Street,"65, Troisième rue",L3B 4W6,ON,42.979233,-79.24921,West,Ouest,32,Niagara Region Public Health Department,,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/05/25/niagara-health-expands-testing-at-assessment-centres,9:00-17:00,,9:00-17:00,,9:00-17:00,,Yes,Yes,,,
Yes,149,Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre,Killaloe - Club de curling de Killaloe/Centre virtuel de triage et d'évaluation du comté de Renfrew,Arnprior Regional Health,Arnprior Regional Health,Killaloe,34 Cameron Street,"34, rue Cameron",K0J 2A0,ON,45.55808,-77.415574,East,Est,14,Renfrew County and District Health Unit,,1-844-727-6404,,,,,14:00-15:30,,,,,,Yes,
Yes,150,Royal Victoria Regional Health Centre - Clinic C,Centre régional de santé Royal Victoria - Clinique C,Royal Victoria Regional Health Centre,Centre régional de santé Royal Victoria,Barrie,201 Georgian Drive,"201, allée Georgian",L4M 6M2,ON,44.415558,-79.66247,Central,Centre,,Simcoe Muskoka District Health Unit,,,https://www.rvh.on.ca/SitePages/coronavirus.aspx,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,Yes,Yes,Yes,
