active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
Yes,374,Shoppers Drug Mart,,Shoppers,,Oshawa,"300 Taunton Road East, Unit 1","300 Taunton Road Est, unité 1",L1G 7T4,ON,43.9361541,-78.867377,,Durham Region Health Department,Service de santé de la région de Durham,905-579-1900,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,375,Shoppers Drug Mart,,Shoppers,,Newmarket,1111 Davis Drive,1111 Davis Drive,L3Y 8X2,ON,44.0681832,-79.431771,,York Region Public Health Services,Service de santé de la région de York,905-898-7771,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,376,Shoppers Drug Mart,,Shoppers,,Milton,"265 Main Street East, Unit 104","265, rue Main Est, unité 104",L9T 1P1,ON,43.514591,-79.882253,,Halton Region Health Department,Service de santé de la région d'Halton,905-878-4492,www.shoppersdrugmart.ca/covid19,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,377,Shoppers Drug Mart,,Shoppers,,Mississauga,720 Bristol Road West,720 Bristol Road Ouest,L5R 4A3,ON,43.5984222,-79.678857,,Peel Public Health,Bureau de santé de la région de Peel,905-755-9696,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,10:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,378,Shoppers Drug Mart,,Shoppers,,Hamilton,75 Centennial Parkway North,75 Centennial Parkway Nord,L8E 2P2,ON,43.229895,-79.765102,,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-560-4800,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,379,Shoppers Drug Mart,,Shoppers,,Mississauga,2126 Burnhamthorpe Road West,2126 Burnhamthorpe Road Ouest,L5L 3A2,ON,43.5447819,-79.681708,,Peel Public Health,Bureau de santé de la région de Peel,905-820-7660,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,380,Shoppers Drug Mart,,Shoppers,,Welland,"800 Niagara Street North, Unit H2","800, rue Niagara Nord, unité H2",L3C 5Z4,ON,43.0150265,-79.248269,,Niagara Region Public Health Department,Service de santé publique régionale de Niagara,905-735-7525,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,381,Shoppers Drug Mart,,Shoppers,,Welland,825 Ontario Road,825 Ontario Road,L3B 5V6,ON,42.9750271,-79.240142,,Niagara Region Public Health Department,Service de santé publique régionale de Niagara,905-788-2111,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,382,Shoppers Drug Mart,,Shoppers,,Brampton,49 Mountainash Road,49 Mountainash Road,L6R 1W4,ON,43.7595421,-79.728561,,Peel Public Health,Bureau de santé de la région de Peel,905-458-5526,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,383,Shoppers Drug Mart,,Shoppers,,North York,5576 Yonge Street,"5576, rue Yonge",M2N 5S2,ON,43.779001,-79.415672,,Toronto Public Health,Bureau de santé de Toronto,416-225-2321,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,384,Shoppers Drug Mart,,Shoppers,,Mississauga,7235 Bellshire Gate,7235 Bellshire Gate,L5N 8A2,ON,43.6217672,-79.742923,,Peel Public Health,Bureau de santé de la région de Peel,905-670-3327,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,385,Shoppers Drug Mart,,Shoppers,,Hamilton,232 Cannon Street East,"232, rue Cannon Est",L8L 0A9,ON,43.2580381,-79.857035,,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-522-5707,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,386,Shoppers Drug Mart,,Shoppers,,Brampton,25 Great Lakes Drive,25 Great Lakes Drive,L6R 2S5,ON,43.731502,-79.760496,,Peel Public Health,Bureau de santé de la région de Peel,905-799-0414,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,387,Shoppers Drug Mart,,Shoppers Drug Mart,,Windsor,"3950 Dougall Avenue, Unit 2","3950, avenue Dougall, unité 2",N9G 1X2,ON,42.254312,-83.000636,,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-969-2230,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,388,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,255 Morningside Avenue,"255, avenue Morningside",M1E 3E6,ON,43.7698881,-79.185325,,Toronto Public Health,Bureau de santé de Toronto,416-282-1129,www.shoppersdrugmart.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,389,Shoppers Drug Mart,,Shoppers Drug Mart,,Scarborough,"91 Rylander Boulevard, Unit 1022","91, boulevard Rylander, unité 1022",M1B 5M5,ON,43.7971559,-79.151061,,Toronto Public Health,Bureau de santé de Toronto,416-724-5344,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,390,Shoppers Drug Mart,,Shoppers Drug Mart,,Windsor,2670 Tecumseh Road West,2670 Tecumseh Road Ouest,N9B 3P9,ON,42.291815,-83.058778,,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-252-5779,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,391,Shoppers Drug Mart,,Shoppers Drug Mart,,North York,770 Lawrence Avenue West,"770, avenue Lawrence Ouest",M6A 3C6,ON,43.7151906,-79.452363,,Toronto Public Health,Bureau de santé de Toronto,416-787-0238,www.shoppersdrugmart.ca/covid19,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,392,Shoppers Drug Mart,,Shoppers,,Markham,7060 Warden Avenue,"7060, avenue Warden",L3R 5Y2,ON,43.8214268,-79.326931,,York Region Public Health Services,Service de santé de la région de York,905-474-1414,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,393,Shoppers Drug Mart,,Shoppers,,Etobicoke,1530 Albion Road,1530 Albion Road,M9V 1B4,ON,43.7410036,-79.583605,,Toronto Public Health,Bureau de santé de Toronto,416-741-7711,www.shoppersdrugmart.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,11:00-17:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,394,Shoppers Drug Mart,,Shoppers,,Uxbridge,232 Toronto Street South,"232, rue Toronto Sud",L9P 0C4,ON,44.0966878,-79.129199,,York Region Public Health Services,Service de santé de la région de York,905-852-3345,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,395,Shoppers Drug Mart,,Shoppers Drug Mart,,Windsor,7980 Menard Street,"7980, rue Menard",N8S 1V9,ON,42.3339061,-82.943313,,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-945-2304,www.shoppersdrugmart.ca/covid19,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,396,Shoppers Drug Mart,,Shoppers Drug Mart,,Windsor,11500 Tecumseh Road East,11500 Tecumseh Road Est,N8N 1L7,ON,42.3133091,-82.900515,,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-735-2121,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,397,Shoppers Drug Mart,,Shoppers,,Ajax,15 Westney Road North,15 Westney Road Nord,L1T 1P4,ON,43.859426,-79.040164,,Durham Region Health Department,Service de santé de la région de Durham,905-426-3355,www.shoppersdrugmart.ca/covid19,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,398,Shoppers Drug Mart,,Shoppers,,Vaughan,9200 Dufferin Street,"9200, rue Dufferin",L4K 0C6,ON,43.8418544,-79.483474,,York Region Public Health Services,Service de santé de la région de York,289-304-8762,www.shoppersdrugmart.ca/covid19,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,399,Shoppers Drug Mart,,Shoppers,,Mississauga,7205 Goreway Drive,7205 Goreway Drive,L4T 2T9,ON,43.7187334,-79.63621,,Peel Public Health,Bureau de santé de la région de Peel,905-677-7181,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,400,Shoppers Drug Mart,,Shoppers,,Brampton,520 Charolais Boulevard,"520, boulevard Charolais",L6Y 0R5,ON,43.650043,-79.761172,,Peel Public Health,Bureau de santé de la région de Peel,905-451-5275,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,TRUE,,,,,,,,,,,,
Yes,401,University of Toronto - Scarborough Campus,,Scarborough Health Network - Centenary Hospital,,Toronto,1265 Military Trail,,M1C 1A4,ON,43.78315243,-79.18703624,,Toronto Public Health,,416-495-2601,https://www.shn.ca/covid19-assess/,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,,Yes,,No,,,,,,Yes,,,,,,,,,,,,,,"University of Toronto - Scarborough Campus
Off of Military Trail by the Bus Loop and Parking Lot A, inside Highland Hall. Please follow the directions on-site to the side entrance of Highland Hall.",
Yes,402,"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), Holland Bloorview Kids Rehab Hospital",,Holland Bloorview Kids Rehabilitation Hospital,,Toronto,150 Kilgour Road,,M4G 1R8,ON,43.71830253,-79.3742903,,Toronto Public Health,,416-419-4623,,17:00-19:00,17:00-19:00,17:00-19:00,17:00-19:00,,09:00-16:00,,,Yes,No,No,,,,,,Yes,,,TRUE,,,,,,,,,,,"Children may be tested at this specialized assessment centre if they have:
• Highly challenging behaviours due to neurodevelopmental disorders (e.g., autism, developmental delay)
• Active use of medical technology due to medical complexity, including aerosol generating medical procedures (e.g., tracheostomy)
• Severe immunocompromise or bleeding disorders due to haematological or other conditions (e.g., childhood cancer, anticoagulation therapy)
• Extreme procedural anxiety due to mental health disorders (e.g., panic attacks)
• Upper airway anomalies or open wound in the area of the nose or mouth, congenital or other (e.g., nasal stents/tumours, mucositis)",
Yes,403,"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), SickKids",,The Hospital for Sick Children,,Toronto,555 University Avenue,,M5G 1X8,ON,43.657098,-79.38773711,,Toronto Public Health,,416-419-4623,,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,08:00-16:00,,Yes,No,No,,,,,,Yes,,,TRUE,,,,,,,,,,,"Children may be tested at this specialized assessment centre if they have:
• Highly challenging behaviours due to neurodevelopmental disorders (e.g., autism, developmental delay)
• Active use of medical technology due to medical complexity, including aerosol generating medical procedures (e.g., tracheostomy)
• Severe immunocompromise or bleeding disorders due to haematological or other conditions (e.g., childhood cancer, anticoagulation therapy)
• Extreme procedural anxiety due to mental health disorders (e.g., panic attacks)
• Upper airway anomalies or open wound in the area of the nose or mouth, congenital or other (e.g., nasal stents/tumours, mucositis)",
Yes,404,North Durham COVID Assessment Clinic - Sunderland Site,,Lakeridge Health Oshawa,,Sunderland,120 River Street,,L0C 1H0,ON,44.2625563,-79.0682532,,Durham Region Health Department,,,,09:00-12:00&12:30-16:00,,,,,,,,Yes,,,,,,,,Yes,,covidswab.lh.ca,,,,2y,,,,,,,,Sunderland Town Hall,
No,405,Thorncliffe Park Temporary Testing Site #2,,Jenner Jean-Marie Community Centre,,Toronto,48 Thorncliffe Park Drive,,M4H 1J7,ON,43.70293592,-79.34272394,,Toronto Public Health,,647-477-1640,https://ethp.ca/main/covid19-testing,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,,,,No,Yes,,,,,,,Yes,,,TRUE,,,0m,,,,,,,,"For local residents of all ages. Appointments can also be booked at this location by calling 647-477-1640.
•	February 1–5, 8–12, 15–19 and 22–26 (every Monday to Friday, including Family Day) from 1–7 p.m. Testing may finish earlier depending on client volumes.

Testing entrance located at the back of the building with stairs. Accessible entrance located at front of building. Limited parking available.",
Yes,406,Oakridge (Scarborough) Temporary Testing Site,,Oakridge Community Recreation Centre,,Scarborough,63 Pharmacy Avenue,,M1L 3E7,ON,43.69498012,-79.28360498,,Toronto Public Health,,416-613-8061,https://ethp.ca/main/covid19-testing,,,,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,,No,Yes,,,,,,,Yes,,,,,,0m,,,,,,,,"For local residents of all ages.•	February 4–7, 11–14, 18–21 and 25–28 (every Thursday to Sunday) from 1–7 p.m. Testing may finish earlier depending on client volumes. Drop-ins available. Appointments can also be booked at this location by calling 416-613-8061.",
Yes,407,Walmart,,Walmart,,Richmond Hill,255 Silver Linden Drive,255 Silver Linden Drive,L4B 4V5,ON,43.8420662,-79.41588,,York Region Public Health Services,Service de santé de la région de York,905-747-0925,https://www.walmart.ca/en/stores-near-me/richmond-hill-south-supercentre-1116,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,,TRUE,,,,,,,,,,,,
Yes,408,North Durham COVID Assessment Clinic - Beaverton Site,,Lakeridge Health Oshawa,,Beaverton,360 Bay Street,,L0K 1A0,ON,44.42876718,-79.15436948,,Durham Region Health Department,,,,,,,,,,,,Yes,,,,,,,,Yes,,covidswab.lh.ca,TRUE,,,2y,,,,,,,,"Beaverton Fire Department
Appointment only. Call or visit their website to make an appointment",
Yes,409,Walmart,,Walmart,,Mississauga,1500 Dundas Street East,"1500, rue Dundas",L4X 1L4,ON,43.6106224,-79.578207,,Peel Public Health,Bureau de santé de la région de Peel,905-615-1290,https://www.walmart.ca/en/stores-near-me/mississauga-dixie-supercentre-1126,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,,TRUE,,,,,,,,,,,,
Yes,410,"Barrie and Community Family Medicine Clinic COVID-19,Cold and Flu",,Barrie Community Health Centre,,Barrie,"829 Big Bay Point Road, Unit D13",,L4N 0G5,ON,44.363276,-79.615607,,Simcoe Muskoka District Health Unit,Bureau de santé publique du district de Simcoe-Muskoka,,https://v2.waitwhile.com/welcome/princewilliam,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,09:00-15:00,09:00-15:00,,Yes,No,No,,,,,,Yes,,,,,,,,No,,,,,,,
No,411,North Durham COVID Assessment Clinic - Manilla Site,,Lakeridge Health Oshawa,,Manilla,16990 Simcoe Street,,K0M 2J0,ON,44.30695053,-78.98889354,,Durham Region Health Department,,,,,,,,09:00-12:00&12:30-16:00,,,,Yes,,No,,,,,,Yes,,covidswab.lh.ca,,,,2y,,,,,,,,Manilla Community Hall,
Yes,412,Four Corners CHC-Community Testing Site,,Wellfort,,Malton,7205 Goreway Drive,,L4T 2T9,ON,43.71828989,-79.63741124,,Peel Public Health,,416-312-0566,https://www.fourcornershealthcentre.ca/,12:00-16:00,12:00-16:00,08:00-12:00,12:00-16:00,08:00-12:00,,,,Yes,No,No,,,,,,Yes,,,,,,,,,,,,,,,
Yes,413,Rexdale Hub COVID-19 Community Testing Site,,Rexdale Community Health Centre,,Toronto,21 Panorama Court,,M9V 3S6,ON,43.74634533,-79.5813185,,Toronto Public Health,,416-748-4650,https://www.rexdalechc.com/about/news/~30-Free-COVID-19-Testing,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,No,,,,,,Yes,,,,,,2y,,,,,,,,Children must be 2 years and older OHIP card not required.,
Yes,414,"Queen Square COVID-19, Cold and Flu Clinic",,Queen Square Family Health Team,,Brampton,11692 Hurontario Street,,L7A 1K5,ON,43.73093555,-79.82269001,,Peel Public Health,,888-530-1319,https://www.queensquarefht.ca/covid-19/,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,,Yes,No,No,,,,,,Yes,,,,,,12y,,,,,,,,Queen Square is offering this assessment at Snelgrove Community Centre in Brampton for those who have symptoms and are 12 years old and over.,
Yes,415,Dufferin-Caledon COVID-19 Cold and Flu Clinic,,Dufferin Area Family Health Team,,Orangeville,1 Elizabeth Street Suite L2,,L9W7N7,ON,43.92127028,-80.09931712,,Wellington-Dufferin-Guelph Health Unit,,888-530-1319,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/testing-and-assessment-centres-wdg/dufferin-caledon-covid-19,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,,,,,Yes,No,No,,,,,,Yes,,,,,,6m,,,,,,,,Can test age 6 months and older.,
Yes,416,Mississauga Health Cough and Flu Clinic,,Summerville Family Health Team,,Mississauga,"2695 North Sheridan Way, Suite 120",,L5K 2N6,ON,43.51284614,-79.66377342,,Peel Public Health,,905-361-1448,,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,,,,Yes,No,No,,,,,,Yes,,,,,,,,No,,,,,,This clinic is only for people with symptoms.,
Yes,417,Lawn Bowling Club Community Testing Site,,Home and Community Care,,Brampton,8910 McLaughlin Road South,,L6Y 4Z5,ON,43.66737207,-79.75879508,,Peel Public Health,,905-796-4922,,,10:00-19:00,10:00-19:00,10:00-19:00,13:30-16:30,09:00-13:00,,,Yes,No,No,,,,,,Yes,,,,,,,,Yes,,,,,,,
Yes,418,Centre for Immigrant and Community Services (CICS) - Scarborough Health Network,,Scarborough Health Network - Birchmount Hospital,,Toronto,2330 Midland Avenue,,M1S 5G5,ON,43.77830322,-79.27603967,,Toronto Public Health,,,,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,,Yes,,,,,,,,Yes,,https://www.shn.ca/covid19-assess/,,,,6m,,,,,,,,,
Yes,139,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,Hamilton,2757 King Street East,2757 rue King Est,L8G 5E4,ON,43.221800,-79.774373,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,http://www.HamiltonCovidTest.ca,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,09:00-15:00,09:00-15:00,,Yes,No,No,,Yes,,,,Yes,,https://www.stjoes.ca/coronavirus/covid-19-test-home,,Yes,,0m,,No,No,,,Yes,Yes,"Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.",
Yes,420,1210 Castlemore Ave - Dynacare,1210 Castlemore Ave - Dynacare,Dynacare,Dynacare,Markham,1210 Castlemore Avenue,1210 Castlemore Avenue,L6E 0H7,ON,43.904327,-79.267905,,York Region Public Health,Service de santé de la région de York,,https://www.dynacare.ca/covidtestingontario.aspx,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,13:30-17:00,,,Yes,,,Yes,Yes,,,Yes,,,https://www.dynacare.ca/covidtestingontario.aspx,,Yes,Yes,,,,,,Yes,,Yes,Closed on Statutory & Public Holidays,
Yes,421,Town Square Pharmacy,,Independent,,New Hamburg,"100 Mill Street, Unit D","100, rue Mill, unité D",N3A 1R1,ON,43.3797568,-80.7111327,,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-662-9995,,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-16:00,,,Yes,No,,,,,Yes,,,,,TRUE,,,,,,,,,,,,
Yes,261,The Wellington Assessment Centre - Harriston,,Groves Memorial Hospital,,Harriston,83 Arthur Street West,,N0G 1Z0,ON,43.910751,-80.873460,,Wellington-Dufferin-Guelph Health Unit,,519-843-8160,http://www.whcacovid.com,,09:00-12:30&13:30-17:00,,09:00-12:30 & 13:30-17:00,,,,,Yes,No,No,,,,,,Yes,,https://www.whcacovid.com/harriston-assessment-centre,,Yes,,,,,,,,,,"Located at the old train station. 

CLOSEDdaily from 12:30p.m.-1:30p.m. 

CLOSEDweekends at statutory holidays.",
Yes,423,MyHealth Community Testing Site,,MyHealth,,Brampton,"2260 Bovaird Drive East, Suite 105B",,L6R 1Z1,ON,43.75154856,-79.73854116,,Peel Public Health,,888-503-1086,https://www.covid-response.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,Yes,No,No,,,,,,Yes,,,,,,,,No,,,,,,,
Yes,424,Embassy Grand Convention Centre - Community Testing Site,,Imandari Health,,Brampton,8800 The Gore Road,,L6P 0B1,ON,43.76792403,-79.65880998,,Peel Public Health,,905-366-7374,https://embassygrand.mdnius.com/,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,Yes,No,,,,,,,Yes,,,,,,,,No,,,,,,,
Yes,425,Carefirst One-Stop Multi-Services Centre,,Carefirst,,Scarborough,300 Silver Star Boulevard,,M1V 0G2,ON,43.81258796,-79.29489232,,Toronto Public Health,,416-646-5108,https://www.carefirstontario.ca,,,,14:00-18:30,,,,,Yes,No,No,,,,,,Yes,,,,,,,,No,,,,,,,
Yes,426,Black Creek CHC Community Testing Site,,Black Creek CHC,,Toronto,"2202 Jane Street, Unit 5",,M3N 3A1,ON,43.75902047,-79.51880993,,Toronto Public Health,,416-249-8000,https://www.bcchc.com,,,,,,10:00-15:00,,,Yes,No,No,,,,,,Yes,,,,,,6y,,No,,,,,,"Call BCCHC COVID Support line if you prefer to make an appointment: 416-830-3229
Open Date: 10/31/2020
Name of Affiliated AC: Currently not aligned to a Ministry-approved assessment centre",
Yes,144,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg,17 Bear Street,17 rue Bear,N4G 1V4,ON,42.863656,-80.733757,33,Southwestern Public Health,Bureau de santé publique du Sud-Ouest,855-905-6148,https://www.tillsonburghospital.on.ca/about-tdmh/covid-19/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,,,Yes,No,No,,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,No,"Please call to schedule an appointment. Fully accessible, free parking.

Located in another building (not the hospital). There is front entrance and back exit for persons to follow to maintain a one-way flow through the building. Interpreter services can be arranged if known at the time of booking. Urgent bookings for symptomatic persons are available for same day.",
No,428,Rexdale CHC - Pop-Up Sites,,Rexdale Community Health Centre,,Toronto,10 Rampart Road,,M9V 4L9,ON,43.73478323,-79.58871093,,Toronto Public Health,,,,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,No,,No,,,,,,Yes,,,,,,,,,,,,,,Name of Affiliated AC: William Osler Health System - Humber,
