ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,151,Royal Victoria Regional Health Centre - Covid 19 Testing Centre,,Royal Victoria Regional Health Centre,Centre rÃ©gional de santÃ© Royal Victoria,Barrie,29 Sperling Dr,,L4M 6K9,ON,44.411290,-79.685110,Central,Centre,,Simcoe Muskoka District Health Unit,,705-797-3120,https://www.rvh.on.ca/SitePages/coronavirus.aspx,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,Yes,Yes,Yes,Yes,Yes,"Now offering online patient booking by visiting www.rvh.on.ca and scrolling down.  Appointments can be booked by calling 705-797-3120.

New Assessment Centre location was the previous Barrie Police Headquarters 

",,6m,Yes,,,,Yes,,,Yes,,Yes,Yes,,
Yes,152,North Durham COVID-19 Assessment Centre,,Medical Associates of Port Perry and Uxbridge Family Health Center,,Port Perry,19 Jeffery Street,,L9L 1Z4,ON,44.086166,-78.953206,East,Est,12,Durham Region Health Department,Service de santÃ© de la rÃ©gion de Durham,905-985-3358,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-16:00,12:00-16:00,12:00-16:00,,Yes,No,No,Yes,,"Appointments only.

Can test anyone over 1 year old.



Registration online via: https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp",,1y,,,,,,,12:00-20:00,,,,Yes,,
Yes,153,Goderich Assessment Centre,Goderich Assessment Centre,"Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",Goderich,185 Keays Street,"185, rue Keays",N7A 3N4,ON,43.736945,-81.711951,West,Ouest,28,Huron Perth Health Unit,Bureau de santÃ© de Huron Perth,519-524-6060 ext. 263,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,,Yes,No,No,,Yes,"Please call and schedule an appointment.





Stay in your car and drive up to the underpass. Do not leave your car.",,0m,No,,,Yes,No,,Closed ,,,No,Yes,,
Yes,154,Clarington COVID-19 Assessment Centre,Clarington COVID-19 Assessment Centre,Lakeridge Health,Lakeridge Health,Bowmanville,2440 Durham Region Highway 2,,L1C 3K2,ON,43.912289,-78.703852,East,Est,12,Durham Region Health Department,Service de santÃ© de la rÃ©gion de Durham,905-668-2020,http://www.covidswab.lh.ca ,8:00-12:00 & 12:30-17:00,8:00-12:00 & 12:30-17:00,8:00-12:00 & 12:30-17:00,8:00-12:00 & 12:30-17:00,8:00-12:00 & 12:30-17:00,10:00-13:00 & 13:30-16:00  ,,,Yes,No,No,,Yes,"Located at Garnet Rickard Recreation Complex. Please enter through the doors furthest to right on the west side of the complex.


By appointment only, using the link www.covidswab.lh.ca  (No Walk-Ins)


Check if you should be tested for Covid-19. Check new provincial guidelines.


If no internet access, call Durham Health Connection Line ( 905-668-2020) for assistance in booking appointment. ",,1y,No,,,Yes,Yes,,Closed,,,Yes,Yes,,
No,155,Windsor Regional Hospital - St Clair Campus Assessment Centre,HÃ´pital rÃ©gional de Windsor - Campus St Clair,Windsor Regional Hopsital,HÃ´pital rÃ©gional de Windsor,Windsor,2000 Talbot Road West,2000 chemin Talbot Ouest,N9A 6S4,ON,42.316262,-83.038338,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-254-5577 ext. 59000,https://www.wrh.on.ca/OnlineBooking,09:00-16:00,09:00-16:00,,,,,,,Yes,,,,,Located adjacent to established WRH Field Hospital,,,,,,,,,,,,,Yes,Yes,
Yes,156,Mackenzie Health - Vaughan,Mackenzie Health - Vaughan,Mackenzie Health,Mackenzie Health,Maple,101-9401 Jane Street,,L6A 4H7,ON,43.835792,-79.531739,Central,Centre,,York Region Public Health Services,,905-883-1212 ext. 2004,,,11:30-18:30,,11:30-18:30,,,,,Yes,No,No,,,,,,,,,,,,,,,,Yes,,
Yes,157,Temagami Medical Centre and Family Health Team,,Temagami Medical Centre and Family Health Team,,Temagami,17 O'Connor Drive,,P0H 2H0,ON,47.062830,-79.787304,North,Nord,,Timiskaming Health Unit,,705-569-3244,,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,,,,Yes,No,Yes,,,"Drive through testing is available, by appointment only. Pre-screening is required.",,,,,,,,,,,,,Yes,,
,158,St. Michael's Catholic Church,St. Michael's Catholic Church,Arnprior Regional Health,Arnprior Regional Health,Douglas,5390 Highway 60,,K0J 1S0,ON,45.515474,-76.946671,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,14:00-16:00,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,
Yes,159,Bracebridge Assessment Centre,,Muskoka Algonquin Healthcare,,Bracebridge,75 Ann Street,,P1L 2E4,ON,45.047677,-79.314766,Central,Centre,,Simcoe Muskoka District Health Unit,,888-383-7009,https://www.mahc.ca/en/services/muskoka-assessment-centre.aspx,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,No,,,The assessment centre is located adjacent to the helipad at the back of the South Muskoka Memorial Hospital property. It is not inside the hospital. ,,,,,,,,,,,,,Yes,,
No,160,Windsor Regional Hospital - St Clair Campus Assessment Centre,Windsor Regional Hospital - St Clair Campus Assessment Centre,Windsor Regional Hospital,Windsor Regional Hospital,Windsor,2000 Talbot Road West,,N9A 6S4,ON,42.249258,-83.020319,West,Ouest,,Windsor-Essex County Health Unit,,519-973-4443 ,https://www.wrh.on.ca/COVID19AssessmentCentre,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,9:00-16:00,9:00-16:00,,Yes,No,No,,,"Located adjacent to established WRH Field Hospital

To book appointment on-line go to https://www.wrh.on.ca/OnlineBooking 

Or if do not have access to a mobile device or computer call 519 973 4443 

Holiday hours 9 a.m.-4p.m.

",,,,,,,,,9:00-16:00,,,,Yes,Yes,
Yes,161,NAC Drive Through,,The Ottawa Hospital,The Ottawa Hospital,Ottawa,63 Albert Street,,K1P 1E3,ON,45.422398,-75.694926,East,Est,,Ottawa Public Health,,613-737-8193,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,10:30-17:30,,Yes,No,Yes,,,"The drive-through Assessment Centre on Coventry Rd. is available by appointment only. 

14 years of age and older with valid OHIP.",,,,,,,,,Closed,,,,Yes,,
Yes,162,Huntsville COVID-19 Assessment Centre,Huntsville COVID-19 Assessment Centre,"Town of Huntsville, Physicians of Hunstville, District of Muskoka Community Paramedics",,Huntsville,20 Park Drive,,P1H 1P5,ON,45.323210,-79.213295,Central,Centre,,Simcoe Muskoka District Health Unit,,,https://www.simcoemuskokahealth.org/Topics/COVID-19/AssessmentCentresandTesting,10:00-16:00,,10:00-16:00,,10:00-16:00,,,,Yes,Yes,Yes,,,"Huntsville Active Living Centre

BEFORE visiting our site

1) If you are an adult, please  visit www.ontario.ca/covidtest to ensure you meet the criteria for a test.  

2) Children should complete the screening at ontario.ca/schoolscreening to ensure he/she meets the criteria for a test. 



If you arrive at the COVID centre and do not meet the testing criteria you will be turned away.   Please check the ontario health resources above prior to coming. 

 

If you are eligible for testing  ,please come to our COVID centre and we will book you a convenient, same day appointment.  We do not have a call centre to book appointments prior to your arrival.",,,,,,,,,,,,,Yes,,
Yes,163,Michael Garron Hospital - Crescent Town Health Centre,Michael Garron Hospital - Crescent Town Health Centre,Michael Garron Hospital (MGH),Michael Garron Hospital (MGH),East York,4 The Market Place,,M4C 5M1,ON,43.696005,-79.292090,Toronto,Toronto,22,Toronto Public Health,,,,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,,,Yes,Yes,No,,,"September 17 to November 30, excluding Sundays. Testing may finish early depending on volumes.",,,,,,,,,,,,,Yes,,
Yes,164,Haldimand War Memorial Hospital ,Haldimand War Memorial Hospital ,Haldimand War Memorial Hospital ,Haldimand War Memorial Hospital ,Dunnville,400 Broad Street,,N1A 2P7,ON,42.905645,-79.625175,West,Ouest,,Haldimand-Norfolk Health Unit,,905-774-7431,http://www.hwmh.ca,"09:00-11:00, 12:00-14:00",,"09:00-11:00, 12:00-14:00",,,,,,Yes,No,Yes,No,,"East side of the hospital in the previous Pharmasave location.  Enter the east parking lot next to the Hospital Foundation office (322 Broad).  Signage and a volunteer will be present.  Park in the designated spots.  Do not arrive no more than 5 min prior to your appointment.  You will have to walk through the centre. If you have mobility concerns please let us know and we can make other arrangements. 


Closed statutory holidays.",,3y,,,,,,,,,,,Yes,,
,165,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury Family Health Team,Haileybury,95 Meridian Avenue,,P0J 1K0,ON,47.438646,-79.631821,North,Nord,,Timiskaming Health Unit,,705-672-3371,,8:30-16:30,8:30-16:30,8:30-16:30,8:30-16:30,8:30-12:30,,,,Yes,No,No,,,Patients are to contact the Family Health Team at 705-672-3371 to book an appointment. No walk-ins. Patients are asked to not go to the Emergency Department of Temiskaming Hospital but to call the FHT.,,,,,,,,,,,,,Yes,Yes,
Yes,166,Alexandria COVID-19 Assessment Centre,Alexandria - Centre dâ€™Ã©valuation pour la COVID-19,Alexandria COVID-19 Assessment Centre,Alexandria - Centre dâ€™Ã©valuation pour la COVID-19,Alexandria,62 Anik Street,62 rue Anik,K0C 1A0,ON,45.300670,-74.629736,East,Est,,Eastern Ontario Health Unit,,800-267-7120,https://eohu.ca/en/covid/covid-19-testing-assessment-centres  ,,8:30 - 18:00,,8:30 - 18:00,,,8:30 - 18:00,,Yes,No,No,No,,"Children must be at least 2 years old to get tested at this location. Open Sunday, Tuesday and Thursday by appointment only. ","Les enfants doivent Ãªtre Ã¢gÃ©s d'au moins 2 ans pour se faire tester ici. Ouvert les dimanches, mardis et jeudis, sur rendez-vous seulement",2y,,,,,,,,,,,Yes,,
Yes,167,160 Main Street South - Shoppers Drug Mart,,Shoppers,,Brampton,160 Main Street South,160 rue Main S,L6W 2E1 ,ON,43.6782516,-79.747611,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-451-0111,https://stores.shoppersdrugmart.ca/en/store/705/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,168,10665 Bramalea Road - Shoppers Drug Mart,,Shoppers,,Brampton,10665 Bramalea Road,10665 Bramalea Road,L6R 3P4,ON,43.7573939,-79.760753,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-793-2011,https://stores.shoppersdrugmart.ca/en/store/1447/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,169,34 A Avondale Blvd - Shoppers Drug Mart,,Shoppers,,Brampton,34 A Avondale Blvd,34 A boul Avondale,L6T 1H3,ON,43.7073945,-79.699115,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-793-4444,https://stores.shoppersdrugmart.ca/en/store/701/,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 18:00,10:00 - 17:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,170,366 Main Street North - Shoppers Drug Mart,,Shoppers,,Brampton,366 Main Street North,366 rue Main N,L6V 1P8,ON,43.6950221,-79.771375,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-456-0167,https://stores.shoppersdrugmart.ca/en/store/1353/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,171,10048 McLaughlin Road - Shoppers Drug Mart,,Shoppers,,Brampton,10048 McLaughlin Road,10048 McLaughlin Road,L7A 2X6,ON,43.6963884,-79.799117,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-846-4444,https://stores.shoppersdrugmart.ca/en/store/1199/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,172,1 Kennedy Road South - Shoppers Drug Mart,,Shoppers,,Brampton,1 Kennedy Road South,1 rue Kennedy S,L6W 3C9,ON,43.6945685,-79.749197,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-454-4464,https://stores.shoppersdrugmart.ca/en/store/1058/,7:00 - 00:00,7:00 - 00:00,7:00 - 00:00,7:00 - 00:00,7:00 - 00:00,7:00 - 00:00,7:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,173,3938 Cottrelle Blvd - Shoppers Drug Mart,,Shoppers,,Brampton,3938 Cottrelle Blvd,3938 boul Cottrelle,L6P 2R1,ON,43.7847274,-79.662227,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-794-7071,https://stores.shoppersdrugmart.ca/en/store/1326/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,174,1180 Walkley Road - Shoppers Drug Mart,,Shoppers,,Ottawa,1180 Walkley Road,1180 Walkley Road,K1V 2M5,ON,45.3697843,-75.663646,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-737-3344,https://stores.shoppersdrugmart.ca/en/store/620/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,175,647 Earl Armstrong Road - Shoppers Drug Mart,,Shoppers,,Ottawa,647 Earl Armstrong Road,647 Earl Armstrong Road,K1V 2G2,ON,45.2693834,-75.698127,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-822-6746,https://stores.shoppersdrugmart.ca/en/store/1161/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,176,455 Bank Street - Shoppers Drug Mart,,Shoppers,,Ottawa,455 Bank Street,455 rue Bank,K2P 1Y9,ON,45.4119191,-75.693158,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-238-9041,https://stores.shoppersdrugmart.ca/en/store/1428/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,177,541 Montreal Road - Shoppers Drug Mart,,Shoppers,,Ottawa,541 Montreal Road,541 Montreal Road,K1K 0V1,ON,45.4418209,-75.646244,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-740-0616,https://stores.shoppersdrugmart.ca/en/store/641/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,178,3940 Innes Road - Shoppers Drug Mart,,Shoppers,,Orleans,3940 Innes Road,3940 Innes Road,K1W 1K9,ON,45.4539866,-75.507985,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-834-7383,https://stores.shoppersdrugmart.ca/en/store/1139/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,179,2954 St. Joseph Blvd - Shoppers Drug Mart,,Shoppers,,Orleans,2954 St. Joseph Blvd,2954 boul St. Joseph,K1C 1G7,ON,45.4750981,-75.516484,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-841-1535,https://stores.shoppersdrugmart.ca/en/store/1230/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,180,1630 Danforth Avenue - Shoppers Drug Mart,,Shoppers,,Toronto,1630 Danforth Ave,1630 av Danforth,M4C 1H6,ON,43.683901,-79.32219,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-461-2453,https://stores.shoppersdrugmart.ca/en/store/500/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,181,1601 Bayview Avenue - Shoppers Drug Mart,,Shoppers,,East York,1601 Bayview Ave,1601 av Bayview,M4G 3B5,ON,43.7063311,-79.375022,Toronto,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-489-1873,https://stores.shoppersdrugmart.ca/en/store/982/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,182,1027 Yonge Street - Shoppers Drug Mart,,Shoppers,,Toronto,1027 Yonge Street,1027 rue Yonge,M4W 2K9 ,ON,43.6776412,-79.389454,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-961-0155,https://stores.shoppersdrugmart.ca/en/store/926/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,183,3446 Dundas Street West - Shoppers Drug Mart,,Shoppers,,Toronto,3446 Dundas Street West,3446 rue Dundas O,M6S 2S1,ON,43.6661678,-79.486735,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-766-8131,https://stores.shoppersdrugmart.ca/en/store/1166/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,184,1400 Dupont Street - Shoppers Drug Mart,,Shoppers,,Toronto,1400 Dupont Street,1400 rue Dupont,M6H 2B2 ,ON,43.6668998,-79.446711,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-532-9214,https://stores.shoppersdrugmart.ca/en/store/1304/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,185,360A Bloor Street West - Shoppers Drug Mart,,Shoppers,,Toronto,360A Bloor Street West,360A rue Bloor O,M5S 1X1,ON,43.6665441,-79.405057,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-961-2121,https://stores.shoppersdrugmart.ca/en/store/806/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,186,123 Rexdale Blvd - Shoppers Drug Mart,,Shoppers,,Etobicoke,123 Rexdale Blvd,123 boul Rexdale,M9W 1P1,ON,43.7110841,-79.565436,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-743-1645  ,https://stores.shoppersdrugmart.ca/en/store/857/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,187,900 Albion Road - Shoppers Drug Mart,,Shoppers,,Etobicoke,900 Albion Road,900 Albion Road,M9V 1A5,ON,43.7353212,-79.559993,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-741-2430,https://stores.shoppersdrugmart.ca/en/store/954/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,188,6975 Meadowvale Town Centre Circle -Shoppers Drug Mart,,Shoppers,,Mississauga,6975 Meadowvale Town Centre Circle,6975 Meadowvale Town Centre Circle,L5N 2W7,ON,43.5819795,-79.758122,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-826-7112,https://stores.shoppersdrugmart.ca/en/store/779/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,189,5602 Tenth Line West #101 - Shoppers Drug Mart,,Shoppers,,Mississauga,5602 Tenth Line West #101,5602 Tenth LineÂ O #101,L5M 5S5,ON,43.5591152,-79.744719,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-858-4618,https://stores.shoppersdrugmart.ca/en/store/1147/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,190,5425 Creditview Road #1 - Shoppers Drug Mart,,Shoppers,,Mississauga,5425 Creditview Road #1,5425 Creditview Road #1,L5V 2P3,ON,43.5871633,-79.695706,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-858-8711,https://stores.shoppersdrugmart.ca/en/store/791/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,191,7070 Mclaughlin Road - Shoppers Drug Mart,,Shoppers,,Mississauga,7070 Mclaughlin Road,7070 Mclaughlin Road,L5W 1W7,ON,43.6367569,-79.71948,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-696-9791,https://stores.shoppersdrugmart.ca/en/store/902/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,192,4841 Yonge Street - Shoppers Drug Mart,,Shoppers,,North York,4841 Yonge Street,4841 rue Yonge,M2N 5X2 ,ON,43.7625088,-79.410532,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-222-1174,https://stores.shoppersdrugmart.ca/en/store/986/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,10:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,193,5095 Yonge Street - Shoppers Drug Mart,,Shoppers,,Toronto,5095 Yonge Street,5095 rue Yonge,M2N 6Z4,ON,43.768663,-79.412087,Toronto,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-226-0313,https://stores.shoppersdrugmart.ca/en/store/1250/,7:00 - 22:00,7:00 - 22:00,7:00 - 22:00,7:00 - 22:00,7:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,194,3874 Bathurst Street - Shoppers Drug Mart,,Shoppers,,North York,3874 Bathurst Street,3874 rue Bathurst,M3H 3N3,ON,43.7411737,-79.435313,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-635-5601,https://stores.shoppersdrugmart.ca/en/store/838/,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
Yes,195, 2550 Finch Ave West - Shoppers Drug Mart,,Shoppers,,North York, 2550 Finch Avenue West,2550 av Finch O,M9M 2G3,ON,43.7490689,-79.560255,Toronto ,Toronto ,,Toronto Public Health,Bureau de santÃ© de Toronto,416-749-5271,https://stores.shoppersdrugmart.ca/en/store/854/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,Call this location to make an appointment.,Appelez cet emplacement pour prendre rendez-vous.,,,,,,,,,,Yes,,,,
