active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,saturday,sunday,age_threshold,french_language_services,asl_interpretation,paid_parking,public_transit,additional_information,additional_information_fr,first_nations,free_parking,weeks_pregnant,general_population,holiday_hours,email,temporarily_closed
Yes,87,Smooth Rock Falls Hospital,Hôpital de Smooth Rock Falls,Smooth Rock Falls Hospital,Hôpital de Smooth Rock Falls,Smooth Rock Falls,107 Kelly Road,107 chemin Kelly,P0L 2B0,ON,49.272619,-81.610334,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-338-2788,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,,9:00-11:00,9:00-11:00,9:00-11:00,,Yes,Yes,No,Yes,,Yes,,,2y,Yes,No,,Yes,Located in the garage attached to the hospital. A nurse will come outside to do the swab. Stay in your car at all times.,Situé dans le garage annexé à l’hôpital. Une infirmière viendra à l’extérieur prélever l’écouvillon. Les patients doivent rester en tout temps dans leur véhicule pour subir le test.,,Yes,,Yes,,,
Yes,88,Superior North EMS Community Paramedicine Program,Superior North EMS Community Paramedicine Program,Superior North EMS,Superior North EMS,Thunder Bay,105 Junot Avenue South,105 avenue Junot Sud,P7B 4X6,ON,48.444634,-89.254335,North,Nord,19,Thunder Bay District Health Unit,Bureau de santé du district de Thunder Bay,807-935-8100,https://www.tbdhu.com/coronavirus,7:00-19:00,7:00-19:00,7:00-19:00,7:00-19:00,7:00-19:00,,Yes,No,Yes,,Yes,7:00-19:00,7:00-19:00,0m,,,No,No,Mobile clinics and home visits. No in-centre testing. Drive through testing for surge capacity only.,,,No,,,,,
Yes,89,Temiskaming Hospital,Hôpital Temiskaming,Temiskaming Hospital,Hôpital Temiskaming,Temiskaming Shores,421 Shepherdson Road,421 chemin Shepherdson,P0J 1P0,ON,47.495213,-79.693163,North,Nord,1,Timiskaming Health Unit,Bureau de santé de Timiskaming,705-648-1844,,10:00-12:00&13:00-16:00,10:00-12:00&13:00-16:00,10:00-12:00&13:00-16:00,10:00-12:00&13:00-16:00,10:00-12:00&13:00-16:00,Yes,Yes,No,Yes,,Yes,,10:00-12:00,2y,Yes,No,,Yes,"Located at the north entrance (back of the hospital). Do not use the front entrance. For after hours, call hospital in advance for instructions. No walk-ins at emergency department.",Situé à l’entrée nord (à l’arrière de l’hôpital). Les patients ne doivent pas utiliser l’entrée avant.,,Yes,,Yes,,,
Yes,90,Thunder Bay Assessment Centre,Centre d'évaluation de Thunder Bay,Thunder Bay Regional Health Sciences Centre ,Centre régional des sciences de la santé de Thunder Bay,Thunder Bay,980 Oliver Road,980 chemin Oliver,P7B 6V4,ON,48.424784,-89.269319,North,Nord,19,Thunder Bay District Health Unit,Bureau de santé du district de Thunder Bay,807-935-8100,https://www.tbdhu.com/coronavirus,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,Yes,Yes,No,Yes,,Yes,8:00-20:00,8:00-20:00,13y,Yes,No,,Yes,Located outside the emergency department entrance. Check in with the nurse at the ambulance outside of the emergency department. ,,,Yes,,,,,
Yes,91,Timmins COVID-19 Assessment Centre,Centre d'évaluation de Timmins,Timmins and District Hospital,Hôpital de Timmins et du district,Timmins,651 Ross Avenue East,651 avenue Ross Est,P4N 8P2,ON,48.486008,-81.315668,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-267-1993,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,8:30-12:00,8:30 - 16:30,8:30-12:00,8:30 - 16:30,8:30-12:00,Yes,Yes,No,,,,8:30-12:00,,,,,,,Call to schedule an appointment. No walk-ins at the Emergency Department.,,,,,,,,
Yes,92,"Weeneebayko General Hospital, Moose Factory",Weeneebayko General Hospital,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Moose Factory,19 Hospital Drive,19 chemin Hospital,P0L 1W0,ON,51.250270,-80.616541,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,1-877-658-9242,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,Yes,,Yes,,,2y,No,No,,No,Separate entrance,,Moose Cree First Nations,Yes,,Yes,,,
Yes,93,Fort Albany Hospital,Fort Albany Hospital,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Fort Albany,5 Airport Road,5 chemin Airport,P0L 1H0,ON,52.206719,-81.684853,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-336-2294 ext. 326,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,94,Attawapiskat Hospital,Attawapiskat Hospital,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Attawapiskat,972 Riverside East,972 Riverside Est,P0L 1A0,ON,52.922613,-82.425772,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-336-2294 ext. 326,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,95,Moosonee Health Centre,Moosonee Health Centre,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Moosonee ,5 Percy's Way,5 chemin Percy's,P0L 1Y0,ON,51.271219,-80.650860,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-336-2294 ext. 326,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,96,Kashechewan Health Services,Kashechewan Health Services,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Kashechewan,,,P0L 1S0,ON,0.000000,0.000000,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-336-2294 ext. 326,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,97,Peawanuck Nursing Station,Peawanuck Nursing Station,Weeneebayko Area Health Authority,Weeneebayko Area Health Authority,Peawanuck ,,,P0L 2H0,ON,0.000000,0.000000,North,Nord,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-336-2294 ext. 326,https://www.waha.ca/covid-19/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,98,West Nipissing General Hospital,Hôpital général de Nipissing Ouest,West Nipissing General Hospital,Hôpital général de Nipissing Ouest,Sturgeon Falls,219 O'Hara Street,219 rue O'Hara,P2B 2Y6,ON,46.367086,-79.917254,North,Nord,21,North Bay Parry Sound District Health Unit,Bureau de santé du district de North Bay-Parry Sound,705-580-2186,https://www.myhealthunit.ca/en/health-topics/coronavirus.asp,12:00-16:00,12:00-16:00,,12:00-16:00,12:00-16:00,Yes,Yes,No,,,,,,,,,,,Located at Marcel Noel Hall - West Nipissing Complex.,Situé à la Salle communautaire Marcel Noël — complexe Nipissing Ouest.,,,,,,,
Yes,99,West Parry Sound Health Centre,West Parry Sound Health Centre,West Parry Sound Health Centre,West Parry Sound Health Centre,Parry Sound,"70 Joseph Street, Unit 105 & 106",70 rue Joseph,P2A 2G5,ON,45.359370,-80.042996,North,Nord,21,North Bay Parry Sound District Health Unit,Bureau de santé du district de North Bay-Parry Sound,705-746-4540 ext 5030,https://www.myhealthunit.ca/en/health-topics/coronavirus.asp,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,No,,Yes,8:00-16:00,8:00-16:00,6m,No,No,,Yes,"Located at the Parry Sound Mall, Unit 105 and 106. All patients must call for an appointment.  Please arrive at the back of the building and ring the door bell.  You may return to your car or step back 2 meters from the door and await a staff member to bring you in.","Situé dans le centre commercial de Parry Sound, locaux 105 et 106.",,Yes,,,,,
Yes,100,"North of Superior Health Group - McCausland, Terrace Bay ","North of Superior Health Group - McCausland, Terrace Bay ","North of Superior Health Group - McCausland, Terrace Bay ","North of Superior Health Group - McCausland, Terrace Bay ",Terrace Bay,20B Cartier Road,20B rue Cartier,P0T 2W0,ON,48.780226,-87.106507,North,Nord,19,Thunder Bay District Health Unit,Bureau de santé du district de Thunder Bay,807-825-3235,,10:00-12:00,10:00-12:00,10:00-12:00,10:00-12:00,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
Yes,101,Humber River Hospital Assessment Centre,Centre d'évaluation de l'Hôpital Humber River,Humber River Hospital,Hôpital Humber River,Toronto,2111 Finch Avenue West,2111 avenue Finch Ouest,M3N 1N1,ON,43.754813,-79.525921,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-747-6740,https://www.hrh.ca/covid-19/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,Yes,No,,Yes,10:00-18:00,10:00-18:00,6m,No,No,,Yes,Use the west entrance only.,Les patients doivent uniquement utiliser l’entrée ouest.,,Yes,,,,,
Yes,102,Michael Garron Hospital - Emergency Department,Michael Garron Hospital - Emergency Department,Michael Garron Hospital,Hôpital Michael Garron,Toronto,825 Coxwell Avenue,825 avenue Coxwell,M4C 3E7,ON,43.689910,-79.324858,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-469-6858,https://www.tehn.ca/programs-services/covid-19-assessment-centre,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,,,Yes,No,,Yes,00:00-00:00,00:00-00:00,0m,Yes,Yes,Yes,Yes,Located in the Emergency Department off of Mortimer Avenue.,,,,,,,,
Yes,103,Michael Garron Hospital - Outpatient Clinic,Michael Garron Hospital - Outpatient Clinic,Michael Garron Hospital,Hôpital Michael Garron,Toronto,825 Coxwell Avenue,825 avenue Coxwell,M4C 3E7,ON,43.689910,-79.324858,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-469-6858,https://www.tehn.ca/programs-services/covid-19-assessment-centre,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,No,,,Yes,8:00-20:00,8:00-20:00,0m,No,No,Yes,Yes,"The entrance is located on the north side of the building off of Mortimer Avenue, west of the Emergency Department. It cannot be accessed from inside the hospital. ","Situé dans l’aile D, au 1er étage de l’hôpital (accès direct par l’avenue Mortimer, à l'ouest du services des urgences).",,,,,,,
,104,Market Place Temporary Assessment Centre,Market Place Temporary Assessment Centre,Michael Garron Hospital,Hôpital Michael Garron,Toronto,4 The Market Place,4 The Market Place,M4C 5M1,ON,43.695869,-79.292138,Toronto,Toronto,5,York Region Public Health Services,Bureau de santé publique de la région de York,416-469-6858,https://www.tehn.ca/programs-services/covid-19-assessment-centre,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,,,,,,,,,,,,,,,,,,,,,
Yes,105,Mount Sinai Hospital,Hôpital Mount Sinai,Mount Sinai Hospital,Hôpital Mount Sinai,Toronto,600 University Avenue,600 avenue University,M5G 1X5,ON,43.657575,-79.390096,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-586-4800 ext. 4924 or 4893,https://www.sinaihealth.ca/covid19/,8:00-12:00,8:00-12:00,8:00-12:00,8:00-12:00,8:00-12:00,,,Yes,No,,Yes,,,18y,No,No,Yes,Yes,"Located on the ground floor in the Henneck Gallery, close to the Emergency Department.","Le centre sera au rez-de-chaussée dans la galerie Henneck, près du service des urgences.",,,,,,,
Yes,106,North York General Hospital - Branson,Hôpital général de North York - Branson,North York General Hospital - Branson,Hôpital général de North York - Branson,Toronto,555 Finch Avenue West,555 avenue Finch Ouest,M2R 1N5,ON,43.772477,-79.448125,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-756-6000,https://nygh.on.ca/covid-19-updates,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,,No,Yes,No,,Yes,8:00-19:00,8:00-19:00,0m,Yes,Yes,Yes,Yes,"Located at the north entrance, immediately off of Finch Avenue.","Situé à l’entrée nord, immédiatement en sortant de avenue Finch.",,,,,,,
Yes,107,North York General Hospital - Emergency Department,Hôpital général de North York - Département d'urgence,North York General Hospital,Hôpital général de North York,Toronto,4001 Leslie Street (Ambulance Bay),4001 rue Leslie (baie d'ambulance),M2K 1E1,ON,43.769147,-79.362744,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,,,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,No,Yes,No,,Yes,08:00-20:00,08:00-20:00,0m,Yes,Yes,Yes,Yes,Located next to the Emergency Department in the converted Ambulance Bay.,,,,,,,,
Yes,108,Scarborough Health Network - Birchmount,Scarborough Health Network - Birchmount,Scarborough Health Network - Birchmount,Scarborough Health Network - Birchmount,Toronto,3030 Birchmount Road,3030 chemin Birchmount,M1W 3W3,ON,43.801819,-79.309055,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-495-2601 ,https://www.shn.ca/covid19-assess/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,Yes,No,,Yes,9:00-17:00,9:00-17:00,6m,Yes,Yes,,Yes,"Testing is only at Birchmount and Centenary sites, not Scarborough General Hospital. Centre is next to the Emergency Department.","Le dépistage est offert uniquement aux emplacements de Birchmount et de Centenary, pas à l’Hôpital général de Scarborough.",,Yes,,,,,
Yes,109,Scarborough Health Network Centenary Site,Scarborough Health Network Centenary Site,Scarborough Health Network Centenary Site,Scarborough Health Network Centenary Site,Toronto,2867 Ellesmere Road,2867 chemin Ellesmere,M1E 4B9,ON,43.780444,-79.204560,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-495-2601 ,https://www.shn.ca/covid19-assess/,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,,,Yes,No,,Yes,10:00-19:00,10:00-19:00,6m,Yes,Yes,,Yes,"Testing is only at Birchmount and Centenary sites, not Scarborough General Hospital. Centre is nexto to the Emergency Department.","Le dépistage est offert uniquement aux emplacements de Birchmount et de Centenary, pas à l’Hôpital général de Scarborough.",,Yes,,,,,
Yes,110,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Toronto,2075 Bayview Avenue,2075 avenue Bayview,M4N 3M5,ON,43.721782,-79.376026,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,,https://sunnybrook.ca/content/?page=novel-coronavirus-covid-19-assessment-centre,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,,,Yes,No,,No,12:00-17:00,12:00-17:00,16y,No,No,Yes,Yes,"Use the underground entrance only. The assessment centre can be accessed by the south driveway of Sunnybrook, past the Emergency department and located at U Wing.",Les patients doivent uniquement utiliser l’entrée souterraine.,,,,,,,
Yes,111,Toronto Western Hospital ,Hôpital Toronto Western ,UHN - Toronto Western Hospital ,UHN - Hôpital Toronto Western ,Toronto,347 Bathurst Street,337 rue Bathurst,M5T 2S7,ON,43.652594,-79.405856,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,,https://www.uhn.ca/Covid19,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,,,Yes,No,,Yes,12:00-19:30,12:00-19:30,1y,Yes,Yes,Yes,Yes,Located in the building on the north-east corner of Bathurst and Dundas.,Situé dans le bâtiment sur le coin nord-est de Bathurst et de Dundas.,,No,,,,,
Yes,112,St. Joseph's Health Centre ,St. Joseph's Health Centre ,Unity - St. Joseph's Health Centre (SJHC),Unity - St. Joseph's Health Centre (SJHC),Toronto,30 The Queensway,30 The Queensway,M6R 1B5,ON,43.640709,-79.450139,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-530-6720 ,https://unityhealth.to/patients-and-families/coronavirus-information-for-patients-and-families/,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,Yes,No,,Yes,8:00-20:00,8:00-20:00,1y,No,No,,Yes,Located on the main floor of the Sunnyside Building (use the east entrance off of Sunnyside Avenue).,"Situé dans l’édifice Sunnyside, entrée est du rez-de-chaussée sur l’avenue Sunnyside.",,Yes,,,,,
Yes,113,St Michael's Hospital ,St Michael's Hospital ,Unity - St Michael's Hospital (SMH),Unity - St Michael's Hospital (SMH),Toronto,209 Victoria Street,209 rue Victoria,M5B 1T8,ON,43.654721,-79.378662,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,416-864-5800,https://unityhealth.to/patients-and-families/coronavirus-information-for-patients-and-families/,8:30-18:00,8:30-18:00,8:30-18:00,8:30-18:00,8:30-18:00,,,Yes,No,Yes,Yes,12:00-18:00,12:00-18:00,6m,No,No,Yes,Yes,Located in the Li Ka Shing Knowledge Institute. Enter at the Shuter Street entrance near Bond Steet (north-east corner of the building). ,"Situé au Li Ka Shing Knowledge Institute. L’entrée se fait la rue Shuter, près de la rue Bond (coin nord-est du bâtiment).",,,,,,,
Yes,114,Women's College Hospital,Women's College Hospital,Women's College Hospital,Women's College Hospital,Toronto,76 Grenville Street,76 rue Grenville,M5S 1B2,ON,43.661634,-79.387628,Toronto,Toronto,22,Toronto Public Health,Bureau de santé de Toronto,,https://www.womenscollegehospital.ca/patients-and-caregivers/coronavirus-(covid-19)-information-for-patients-and-visitors/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,Yes,No,Yes,Yes,9:00-17:00,9:00-17:00,0m,No,No,Yes,Yes,There are two separate entrances specifically for COVID testing. One is for walk-ins and one is for Fast Track testing for people who pre-register.,Veuillez utiliser l’entrée nord-est située sur la rue Grosvenor.,,,,,,,
Yes,115,Twin Bridges Nurse Practitioner Clinic,Twin Bridges Nurse Practitioner Clinic,Bluewater Health Sarnia,Bluewater Health Sarnia,Sarnia,153 Christina Street South,153 rue Christina,N7T 2M0,ON,42.968947,-82.408908,West,Ouest,23,Lambton Health Unit,Bureau de santé de Lambton,226-776-9030,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,9:00-14:00,,,,,,,,,,,,,,Use the D-wing entrance point.,L’entrée se fait au point d’entrée de l’aile D.,,,,,,,
Yes,116,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brant Community Healthcare System,Brantford,200 Terrace Hill Street,200 rue Terrace Hill,N3R 1G9,ON,43.152517,-80.276360,West,Ouest,24,Brant County Health Unit,Bureau de santé du comtè de Brant,519-751-5818,,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,Yes,Yes,No,,Yes,8:00-16:00,8:00-16:00,0m,No,No,,Yes,Enter at the D-wing entrance. Walk-ins are accepted but appointments are preferred. ,,,Yes,,,,,
Yes,117,Cambridge Assessment Centre,Centre d'èvaluation de Cambridge,Cambridge Memorial Hospital,Hôpital Memorial de Cambridge,Cambridge,700 Coronation Boulevard ,700 boul. Coronation,N1R 3G2,ON,43.377891,-80.327434,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-621-2333 ext 2689,,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,8:30-20:30,,Yes,No,Yes,,No,8:30-16:30,8:30-16:30,1y,No,No,,Yes,Park in Lot 4 in front of C-wing (there are also 3 designated spots across from the centre's door). Drive-through only when demand is very high (except if you use a mobility device) for asymptomatic patients only.  Services are offered in French upon request.,Utilisez le stationnement 4 devant l’aile C. Il y a aussi 3 places désignées en face de la porte du centre.,,Yes,,,8:30-16:30,cmhcovidtesting@cmh.org,
Yes,118,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santé,Chatham-Kent Health Alliance,Alliance Chatham-Kent pour la santé,Chatham,47 Emma Street,47 rue Emma,N7L 1A6,ON,42.406531,-82.191812,West,Ouest,26,Chatham-Kent Health Unit,Bureau de santé de Chatham-Kent,519-352-6400 ext. 6548,,9:00-16:20,9:00-16:20,9:00-16:20,9:00-16:20,9:00-16:20,Yes,,,,,,9:00-16:20,9:00-16:20,0m,,,,,,,,,,,,,
Yes,119,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Erie Shores Healthcare,Leamington,194 Talbot Street West,194 rue Talbot Ouest,N8H 1N9,ON,42.048807,-82.614178,West,Ouest,27,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-326-2373 ext. 4263,,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,No,Yes,No,,Yes,8:00-18:00,8:00-18:00,1y,No,No,Yes,No,Blue assessment centre signage directs persons to spearate entrance. Spanish speaking intepreter will be joining the team in the near future. ,,,,,,,,
,120,Goderich Columbus Banquet Hall,Goderich Columbus Banquet Hall,"Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",Goderich,390 Parsons Court,390 Parsons Court,N7A 4K3,ON,43.730283,-81.695605,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519 524 6060 ext. 263,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,No,Yes,,Yes,,,0m,No,No,,No,Stay in your car and drive up to the underpass. Do not leave your car.,Situé dans la salle des Chevaliers de Colomb.,,Yes,,,Closed ,,Yes
,121,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital COVID-19 Testing Centre,Grand River Hospital ,Hôpital Grand River,Kitchener,835 King Street West,835 rue King Ouest,N2G 1G3,ON,43.456239,-80.511992,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-749-4300 ext. 6824,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,,,,,,,7:30-18:30,7:30-18:30,,,,,,Permanently closed,,,,,,,,Yes
Yes,122,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Grand River Hospital - Drive Thru COVID-19 Assessment Center,Kitchener,131 Glasgow Street,131 rue Glasgow,N2G 2G9,ON,43.451987,-80.513943,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,,,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,,No,Yes,Yes,,Yes,7:30-17:30,7:30-17:30,2y,No,No,,Yes,Bring your health card if you have one.,,,Yes,,,,,
Yes,123,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Grey Bruce Health Services - Owen Sound,Owen Sound,1800 8th Street East,1800 8e rue Est,N4K 6M0,ON,44.567422,-80.912233,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,519-378-1466,https://www.gbhs.on.ca/covid-19/,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,Yes,Yes,No,,Yes,,,6m,Yes,Yes,,Yes,Located in the portable facility outside the entrance of the Owen Sound Hospital Emergency Department.,Situé dans la installation mobile juste à l’extérieur de l’entrée du service des urgences du Owen Sound Hospital.,,Yes,,,,,
Yes,124,Guelph General Hospital / Victoria Road Recreation Centre,Guelph General Hospital / Victoria Road Recreation Centre,Guelph General Hospital,Hôpital général de Guelph,Guelph,151 Victoria Road North,151 chemin Victoria Nord,N1E 5H5,ON,43.563486,-80.239575,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santé de Wellington-Dufferin-Guelph,,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,,,,,9:00-16:00,9:00-16:00,,,,,,"Located in the Victoria Road Recreation Centre (south of Eastview Road, north of Grange Road).","Situé dans Victoria Road Recreation Centre (au sud du chemin Eastview, au nord du chemin Grange).",,,,,9:00-16:00,,
Yes,125,Dave Andreychuk Mountain Arena Assessment Centre,Dave Andreychuk Mountain Arena Assessment Centre,Hamilton Family Health Team,Hamilton Family Health Team,Hamilton,25 Hester Street,26 rue Hester,L9A 2N3,ON,43.225590,-79.880934,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,No,Yes,No,Yes,10:00-16:00,10:00-16:00,4y,No,No,,Yes,,,,Yes,,,Closed ,,
Yes,126,Hamilton Health Sciences,Hamilton Health Sciences,Hamilton Health Sciences ,Hamilton Health Sciences ,Hamilton,690 Main Street West,690 rue Main Ouest,L8S 1A4,ON,43.260440,-79.897864,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,,Yes,,,,,9:00-17:00,11:00-17:00,,,,,,,,,,,,9:00-17:00 ,,
Yes,127,Hanover and District Hospital,Hôpital de Hanover et du district,Hanover and District Hospital,Hôpital de Hanover et du district,Hanover,90 7th Avenue,90 7e avenue,N4N 2G9,ON,44.141506,-81.029323,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:30-16:30,12:30-16:30,12:30-16:30,12:30-16:30,12:30-16:30,,,Yes,No,,Yes,,,0m,Yes,Yes,,Yes,There is a separate entrance and further instructions provided upon arrival. ,"Situé dans la tente à l’avant de l’hôpital, sous le toit-abri de l’entrée principale. Les patients demeureront dans leurs voitures.",,Yes,,,Closed,,
Yes,128,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Joseph Brant Hospital,Burlington ,1245 Lakeshore Blvd,1245 boulevard Lakeshore,L7S 0A2,ON,43.317101,-79.802344,West,Ouest,3,Halton Region Health Department,Service de santé de la région d'Halton,"905-632-3737, ext. 6550",https://www.halton.ca/For-Residents/New-Coronavirus#03,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,,Yes,No,Yes,,Yes,8:00-19:00,8:00-19:00,1y,Yes,Yes,,Yes,"separate enterance, await in car until called to come to clinic. Drive thru clients remain in car",,,Yes,,,Closed ,,
Yes,129,Listowel Memorial Hospital Testing Centre,Listowel Memorial Hospital Testing Centre,Listowel Memorial Hospital,Listowel Memorial Hospital,Listowel,255 Elizabeth Street East,255 rue Elizabeth Est,N4W 2P5,ON,43.733600,-80.948919,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-292-2133,https://lwha.ca/covid-19-up-to-date-information-you-need-to-know/,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,,Yes,No,No,,Yes,14:00-19:00,,0m,No,No,Yes,No,No main entrance to facility. You will be screened and then will go to registration.,Situé dans le bâtiment directement en face de l’hôpital. Un stationnement est disponible directement en face du bâtiment.,,,,,Closed ,,
